id,year,title,event_type,authors
4963,2013,EDML for Learning Parameters in Directed and Undirected Graphical Models,Poster,"['Adnan Darwiche', 'Arthur Choi', 'Khaled S. Refaat']"
4964,2013,Projecting Ising Model Parameters for Fast Mixing,Poster,"['Justin Domke', 'Xianghang Liu']"
4965,2013,Embed and Project: Discrete Sampling with Universal Hashing,Poster,"['Carla P. Gomes', 'Ashish Sabharwal', 'Bart Selman', 'Stefano Ermon']"
4966,2013,Learning Stochastic Inverses,Poster,"['Noah Goodman', 'Andreas Stuhlm?ller', 'Jacob Taylor']"
4967,2013,Approximate Gaussian process inference for the drift function in stochastic differential equations,Poster,"['Manfred Opper', 'Andreas Ruttor', 'Philipp Batz']"
4968,2013,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation,Poster,['Dahua Lin']
4969,2013,Memoized Online Variational Inference for Dirichlet Process Mixture Models,Poster,"['Michael C. Hughes', 'Erik Sudderth']"
4970,2013,Regret based Robust Solutions for Uncertain Markov Decision Processes,Poster,"['Asrar Ahmed', 'Pradeep Varakantham', 'Yossiri Adulyasak', 'Patrick Jaillet']"
4971,2013,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration,Poster,['Bruno Scherrer']
4972,2013,Efficient Exploration and Value Function Generalization in Deterministic Systems,Poster,"['Benjamin Van Roy', 'Zheng Wen']"
4973,2013,Aggregating Optimistic Planning Trees for Solving Markov Decision Processes,Poster,"['Remi Munos', 'Gunnar Kedenburg', 'Raphael Fonteneau']"
4974,2013,Online learning in episodic Markovian decision processes by relative entropy policy search,Poster,"['Gergely Neu', 'Alexander Zimin']"
4975,2013,Online Learning in Markov Decision Processes with Adversarially Chosen Transition Probability Distributions,Poster,"['Yevgeny Seldin', 'Varun Kanade', 'Peter L. Bartlett', 'Yasin Abbasi', 'Csaba Szepesvari']"
4976,2013,Online Learning of Dynamic Parameters in Social Networks,Poster,"['Sasha Rakhlin', 'Shahin Shahrampour', 'Ali Jadbabaie']"
4977,2013,Modeling Overlapping Communities with Node Popularities,Poster,"['Chong Wang', 'Prem K. Gopalan', 'David Blei']"
4978,2013,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks,Poster,"['Qirong Ho', 'Junming Yin', 'Eric P. Xing']"
4979,2013,Relevance Topic Model for Unstructured Social Group Activity Recognition,Poster,"['Fang Zhao', 'Yongzhen Huang', 'Liang Wang', 'Tieniu Tan']"
498,1991,Adaptive Soft Weight Tying using Gaussian Mixtures,,"['Geoffrey E. Hinton', 'Steven J. Nowlan']"
4980,2013,Streaming Variational Bayes,Poster,"['Andre Wibisono', 'Michael I. Jordan', 'Tamara Broderick', 'Nicholas Boyd', 'Ashia C. Wilson']"
4981,2013,Scalable Inference for Logistic-Normal Topic Models,Poster,"['Bo Zhang', 'Jianfei Chen', 'Jun Zhu', 'Zi Wang', 'Xun Zheng']"
4982,2013,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity,Poster,"['Sham M. Kakade', 'Daniel J. Hsu', 'Anima Anandkumar', 'Majid Janzamin']"
4983,2013,Minimax Theory for High-dimensional Gaussian Mixtures with Sparse Mean Separation,Poster,"['Larry Wasserman', 'Aarti Singh', 'Martin Azizyan']"
4984,2013,Cluster Trees on Manifolds,Poster,"['Larry Wasserman', 'Aarti Singh', 'Sivaraman Balakrishnan', 'Alessandro Rinaldo', 'Srivatsan Narayanan']"
4985,2013,Convex Tensor Decomposition via Structured Schatten Norm Regularization,Poster,"['Ryota Tomioka', 'Taiji Suzuki']"
4986,2013,Convex Relaxations for Permutation Problems,Poster,"['Rodolphe Jenatton', 'Francis Bach', 'Fajwel Fogel', ""Alexandre D'Aspremont""]"
4987,2013,Solving the multi-way matching problem by permutation synchronization,Poster,"['Risi Kondor', 'Vikas Singh', 'Deepti Pachauri']"
4988,2013,Reflection methods for user-friendly submodular optimization,Poster,"['Suvrit Sra', 'Stefanie Jegelka', 'Francis Bach']"
4989,2013,Curvature and Optimal Algorithms for Learning and Minimizing Submodular Functions,Poster,"['Jeff A. Bilmes', 'Stefanie Jegelka', 'Rishabh K. Iyer']"
499,1991,Visual Grammars and Their Neural Nets,,['Eric Mjolsness']
4990,2013,"An Approximate, Efficient LP Solver for LP Rounding",Poster,"['Ji Liu', 'Christopher Re', 'Stephen Wright', 'Victor Bittorf', 'Srikrishna Sridhar', 'Ce Zhang']"
4991,2013,Hierarchical Modular Optimization of Convolutional Networks Achieves Representations Similar to Macaque IT and Human Ventral Stream,Poster,"['Charles Cadieu', 'Daniel L. Yamins', 'Ha Hong', 'James J. DiCarlo']"
4992,2013,Bayesian inference for low rank spatiotemporal neural receptive fields,Poster,"['Mijung Park', 'Jonathan W. Pillow']"
4993,2013,Spectral methods for neural characterization using generalized quadratic models,Poster,"['Il Memming Park', 'Evan W. Archer', 'Jonathan W. Pillow', 'Nicholas Priebe']"
4994,2013,Optimal Neural Population Codes for High-dimensional Stimulus Variables,Poster,"['Alan A. Stocker', 'Zhuo Wang', 'Daniel D. Lee']"
4995,2013,Robust learning of low-dimensional dynamics from large neural ensembles,Poster,"['Liam Paninski', 'David Pfau', 'Eftychios A. Pnevmatikakis']"
4996,2013,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions,Poster,"['Liam Paninski', 'Eftychios A. Pnevmatikakis']"
4997,2013,Generalized Method-of-Moments for Rank Aggregation,Poster,"['David C. Parkes', 'Lirong Xia', 'Hossein Azari Soufiani', 'William Chen']"
4998,2013,Generalized Random Utility Models with Multiple Types,Poster,"['David C. Parkes', 'Hossein Azari Soufiani', 'Hansheng Diao', 'Zhenyu Lai']"
4999,2013,Speedup Matrix Completion with Side Information: Application to Multi-Label Learning,Poster,"['Rong Jin', 'Zhi-Hua Zhou', 'Miao Xu']"
5,1987,Towards an Organizing Principle for a Layered Perceptual Network,,['Ralph Linsker']
50,1987,An Adaptive and Heterodyne Filtering Procedure for the Imaging of Moving Objects,,"['F. H. Schuling', 'H. A. K. Mastebroek', 'W. H. Zaagman']"
500,1991,Segmentation Circuits Using Constrained Optimization,,['John G. Harris']
5000,2013,Correlated random features for fast semi-supervised learning,Poster,"['David Balduzzi', 'Brian McWilliams', 'Joachim M. Buhmann']"
5001,2013,Manifold-based Similarity Adaptation for Label Propagation,Poster,"['Masayuki Karasuyama', 'Hiroshi Mamitsuka']"
5002,2013,Supervised Sparse Analysis and Synthesis Operators,Poster,"['Guillermo Sapiro', 'Pablo Sprechmann', 'Roee Litman', 'Tal Ben Yakar', 'Alexander M. Bronstein']"
5003,2013,"When in Doubt, SWAP: High-Dimensional Sparse Recovery from Correlated Measurements",Poster,"['Richard Baraniuk', 'Divyanshu Vats']"
5004,2013,Deep content-based music recommendation,Poster,"['Benjamin Schrauwen', 'Aaron van den Oord', 'Sander Dieleman']"
5005,2013,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms,Poster,"['Adrien Todeschini', 'Fran?ois Caron', 'Marie Chavent']"
5006,2013,A Gang of Bandits,Poster,"['Claudio Gentile', 'Giovanni Zappella', 'Nicol? Cesa-Bianchi']"
5007,2013,Contrastive Learning Using Spectral Methods,Poster,"['David C. Parkes', 'Daniel J. Hsu', 'Ryan P. Adams', 'James Y. Zou']"
5008,2013,Fast Determinantal Point Process Sampling with Application to Clustering,Poster,['Byungkon Kang']
5009,2013,Computing the Stationary Distribution Locally,Poster,"['Devavrat Shah', 'Christina E. Lee', 'Asuman Ozdaglar']"
501,1991,Optical Implementation of a Self-Organizing Feature Extractor,,"['Ju-Seog Jang', 'Dana Z. Anderson', 'Claus Benkert', 'Verena Hebler', 'Don Montgomery', 'Mark Saffman']"
5010,2013,Learning Prices for Repeated Auctions with Strategic Buyers,Poster,"['Afshin Rostamizadeh', 'Umar Syed', 'Kareem Amin']"
5011,2013,Efficient Algorithm for Privately Releasing Smooth Queries,Poster,"['Liwei Wang', 'Ziteng Wang', 'Kai Fan', 'Jiaqi Zhang']"
5012,2013,(Nearly) Optimal Algorithms for Private Online Learning in Full-information and Bandit Settings,Poster,"['Abhradeep Guha Thakurta', 'Adam Smith']"
5013,2013,Local Privacy and Minimax Bounds: Sharp Rates for Probability Estimation,Poster,"['Martin J. Wainwright', 'Michael I. Jordan', 'John Duchi']"
5014,2013,A Stability-based Validation Procedure for Differentially Private Machine Learning,Poster,"['Kamalika Chaudhuri', 'Staal A. Vinterbo']"
5015,2013,Similarity Component Analysis,Poster,"['Fei Sha', 'Soravit Changpinyo', 'Kuan Liu']"
5016,2013,A message-passing algorithm for multi-agent trajectory planning,Poster,"['Jonathan S. Yedidia', 'Jose Bento', 'Nate Derbinsky', 'Javier Alonso-Mora']"
5017,2013,The Power of Asymmetry in Binary Hashing,Poster,"['Ruslan R. Salakhutdinov', 'Nati Srebro', 'Behnam Neyshabur', 'Yury Makarychev', 'Payman Yadollahpour']"
5018,2013,Learning to Prune in Metric and Non-Metric Spaces,Poster,"['Leonid Boytsov', 'Bilegsaikhan Naidan']"
5019,2013,A Deep Architecture for Matching Short Texts,Poster,"['Hang Li', 'Zhengdong Lu']"
502,1991,Fault Diagnosis of Antenna Pointing Systems using Hybrid Neural Network and Signal Processing Models,,"['Padhraic Smyth', 'Jeff Mellstrom']"
5020,2013,On the Representational Efficiency of Restricted Boltzmann Machines,Poster,"['Richard Zemel', 'James Martens', 'Arkadev Chattopadhya', 'Toni Pitassi']"
5021,2013,Distributed Representations of Words and Phrases and their Compositionality,Poster,"['Ilya Sutskever', 'Kai Chen', 'Greg S. Corrado', 'Jeff Dean', 'Tomas Mikolov']"
5022,2013,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs,Poster,"['Yoshua Bengio', 'Yann Dauphin']"
5023,2013,Generalized Denoising Auto-Encoders as Generative Models,Poster,"['Yoshua Bengio', 'Pascal Vincent', 'Li Yao', 'Guillaume Alain']"
5024,2013,Multi-Prediction Deep Boltzmann Machines,Poster,"['Yoshua Bengio', 'Ian Goodfellow', 'Mehdi Mirza', 'Aaron Courville']"
5025,2013,Predicting Parameters in Deep Learning,Poster,"['Nando de Freitas', ""Marc'Aurelio Ranzato"", 'Misha Denil', 'Babak Shakibi', 'Laurent Dinh']"
5026,2013,Learning Stochastic Feedforward Neural Networks,Poster,"['Ruslan R. Salakhutdinov', 'Yichuan Tang']"
5027,2013,Zero-Shot Learning Through Cross-Modal Transfer,Poster,"['Christopher D. Manning', 'Richard Socher', 'Andrew Ng', 'Milind Ganjoo']"
5028,2013,Reasoning With Neural Tensor Networks for Knowledge Base Completion,Poster,"['Christopher D. Manning', 'Richard Socher', 'Danqi Chen', 'Andrew Ng']"
5029,2013,Discriminative Transfer Learning with Tree-based Priors,Poster,"['Ruslan R. Salakhutdinov', 'Nitish Srivastava']"
503,1991,Refining PID Controllers using Neural Networks,,"['Jude W. Shavlik', 'Gary M. Scott', 'W. Harmon Ray']"
5030,2013,Adaptive Multi-Column Deep Neural Networks with Application to Robust Image Denoising,Poster,"['Honglak Lee', 'Forest Agostinelli', 'Michael R. Anderson']"
5031,2013,Top-Down Regularization of Deep Belief Networks,Poster,"['Hanlin Goh', 'Nicolas Thome', 'Matthieu Cord', 'Joo-Hwee Lim']"
5032,2013,Adaptive dropout for training deep neural networks,Poster,"['Jimmy Ba', 'Brendan Frey']"
5033,2013,Stochastic Optimization of PCA with Capped MSG,Poster,"['Raman Arora', 'Nati Srebro', 'Andy Cotter']"
5034,2013,Variance Reduction for Stochastic Gradient Optimization,Poster,"['Chong Wang', 'Xi Chen', 'Alexander J. Smola', 'Eric P. Xing']"
5035,2013,"Memory Limited, Streaming PCA",Poster,"['Prateek Jain', 'Constantine Caramanis', 'Ioannis Mitliagkas']"
5036,2013,Near-Optimal Entrywise Sampling for Data Matrices,Poster,"['Dimitris Achlioptas', 'Zohar S. Karnin', 'Edo Liberty']"
5037,2013,Large Scale Distributed Sparse Precision Estimation,Poster,"['Huahua Wang', 'Arindam Banerjee', 'Cho-Jui Hsieh', 'Pradeep K. Ravikumar', 'Inderjit S. Dhillon']"
5038,2013,Optimistic Concurrency Control for Distributed Unsupervised Learning,Poster,"['Stefanie Jegelka', 'Michael I. Jordan', 'Xinghao Pan', 'Joseph E. Gonzalez', 'Tamara Broderick']"
5039,2013,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data,Poster,"['Andreas Krause', 'Amin Karbasi', 'Baharan Mirzasoleiman', 'Rik Sarkar']"
504,1991,Green's Function Method for Fast On-Line Learning Algorithm of Recurrent Neural Networks,,"['Guo-Zheng Sun', 'Yee-Chun Lee', 'Hsing-Hen Chen']"
5040,2013,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors,Poster,"['Yi Ma', 'Xiaoqin Zhang', 'Di Wang', 'Zhengyuan Zhou']"
5041,2013,Phase Retrieval using Alternating Minimization,Poster,"['Sujay Sanghavi', 'Prateek Jain', 'Praneeth Netrapalli']"
5042,2013,Machine Teaching for Bayesian Learners in the Exponential Family,Poster,['Xiaojin Zhu']
5043,2013,Analyzing Hogwild Parallel Gaussian Gibbs Sampling,Poster,"['Alan Willsky', 'Matthew Johnson', 'James Saunderson']"
5044,2013,Flexible sampling of discrete data correlations without the marginal distributions,Poster,"['Ricardo Silva', 'Alfredo Kalaitzis']"
5045,2013,Auxiliary-variable Exact Hamiltonian Monte Carlo Samplers for Binary Distributions,Poster,"['Liam Paninski', 'Ari Pakman']"
5046,2013,Wavelets on Graphs via Deep Learning,Poster,"['Leonidas J. Guibas', 'Raif Rustamov']"
5047,2013,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation,Poster,"['Edo M. Airoldi', 'Thiago B. Costa', 'Stanley H. Chan']"
5048,2013,Bayesian Hierarchical Community Discovery,Poster,"['Yee Whye Teh', 'Charles Blundell']"
5049,2013,Nonparametric Multi-group Membership Model for Dynamic Networks,Poster,"['Jure Leskovec', 'Myunghwan Kim']"
505,1991,Markov Random Fields Can Bridge Levels of Abstraction,,"['Paul R. Cooper', 'Peter N. Prokopowicz']"
5050,2013,Universal models for binary spike patterns using centered Dirichlet processes,Poster,"['Il Memming Park', 'Evan W. Archer', 'Jonathan W. Pillow', 'Kenneth Latimer']"
5051,2013,A Determinantal Point Process Latent Variable Model for Inhibition in Neural Spiking Data,Poster,"['Ryan P. Adams', 'Jasper Snoek', 'Richard Zemel']"
5052,2013,Neural representation of action sequences: how far can a simple snippet-matching model take us?,Poster,"['Tomaso Poggio', 'Thomas Serre', 'Cheston Tan', 'Jedediah M. Singer', 'David Sheinberg']"
5053,2013,Firing rate predictions in optimal balanced networks,Poster,"['Sophie Den?ve', 'Christian K. Machens', 'David G. Barrett']"
5054,2013,Perfect Associative Learning with Spike-Timing-Dependent Plasticity,Poster,"['Klaus Pawelzik', 'Christian Albers', 'Maren Westkott']"
5055,2013,Reciprocally Coupled Local Estimators Implement Bayesian Information Integration Distributively,Poster,"['Si Wu', 'Wen-Hao Zhang']"
5056,2013,"Multisensory Encoding, Decoding, and Identification",Poster,"['Aurel A. Lazar', 'Yevgeniy Slutskiy']"
5057,2013,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems,Poster,"['Giacomo Indiveri', 'Hesham Mostafa', 'Lorenz. K. Mueller']"
5058,2013,Capacity of strong attractor patterns to model behavioural and cognitive prototypes,Poster,['Abbas Edalat']
5059,2013,Compete to Compute,Poster,"['J?rgen Schmidhuber', 'Rupesh K. Srivastava', 'Jonathan Masci', 'Sohrob Kazerounian', 'Faustino Gomez']"
506,1991,Principles of Risk Minimization for Learning Theory,,['V. Vapnik']
5060,2013,RNADE: The real-valued neural autoregressive density-estimator,Poster,"['Hugo Larochelle', 'Iain Murray', 'Benigno Uria']"
5061,2013,Real-Time Inference for a Gamma Process Model of Neural Spiking,Poster,"['Lawrence Carin', 'Vinayak Rao', 'David E. Carlson', 'Joshua T. Vogelstein']"
5062,2013,Transportability from Multiple Environments with Limited Experiments,Poster,"['Elias Bareinboim', 'Sanghack Lee', 'Vasant Honavar', 'Judea Pearl']"
5063,2013,Causal Inference on Time Series using Restricted Structural Equation Models,Poster,"['Bernhard Sch?lkopf', 'Dominik Janzing', 'Jonas Peters']"
5064,2013,Discovering Hidden Variables in Noisy-Or Networks using Quartet Tests,Poster,"['David Sontag', 'Yacine Jernite', 'Yonatan Halpern']"
5065,2013,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition,Poster,"['Tzu-Kuo Huang', 'Jeff Schneider']"
5066,2013,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions,Poster,"['Tommi Jaakkola', 'Joseph Keshet', 'Tamir Hazan', 'Subhransu Maji']"
5067,2013,Variational Planning for Graph-based MDPs,Poster,"['Qiang Cheng', 'Qiang Liu', 'Alexander T. Ihler', 'Feng Chen']"
5068,2013,Integrated Non-Factorized Variational Inference,Poster,"['Lawrence Carin', 'Xuejun Liao', 'Shaobo Han']"
5069,2013,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering,Poster,"['Masashi Sugiyama', 'Ichiro Takeuchi', 'Shinichi Nakajima', 'Akiko Takeda', 'S. Derin Babacan']"
507,1991,Dynamically-Adaptive Winner-Take-All Networks,,['Trent E. Lange']
5070,2013,Learning to Pass Expectation Propagation Messages,Poster,"['John Winn', 'Daniel Tarlow', 'Nicolas Heess']"
5071,2013,Translating Embeddings for Modeling Multi-relational Data,Poster,"['Jason Weston', 'Nicolas Usunier', 'Antoine Bordes', 'Alberto Garcia-Duran', 'Oksana Yakhnenko']"
5072,2013,Efficient Online Inference for Bayesian Nonparametric Relational Models,Poster,"['Prem K. Gopalan', 'Dae Il Kim', 'David Blei', 'Erik Sudderth']"
5073,2013,Learning with Noisy Labels,Poster,"['Ambuj Tewari', 'Pradeep K. Ravikumar', 'Inderjit S. Dhillon', 'Nagarajan Natarajan']"
5074,2013,Low-rank matrix reconstruction and clustering via approximate message passing,Poster,"['Toshiyuki Tanaka', 'Ryosuke Matsushita']"
5075,2013,Sign Cauchy Projections and Chi-Square Kernel,Poster,"['Ping Li', 'Gennady Samorodnitsk', 'John Hopcroft']"
5076,2013,Learning Multi-level Sparse Representations,Poster,"['Fred A. Hamprecht', 'Ferran Diego Andilla']"
5077,2013,A New Convex Relaxation for Tensor Completion,Poster,"['Massimiliano Pontil', 'Bernardino Romera-Paredes']"
5078,2013,Latent Maximum Margin Clustering,Poster,"['Greg Mori', 'Tian Lan', 'Arash Vahdat', 'Guang-Tong Zhou']"
5079,2013,Statistical analysis of coupled time series with Kernel Cross-Spectral Density operators.,Poster,"['Nikos K. Logothetis', 'Bernhard Sch?lkopf', 'Michel Besserve']"
508,1991,A Topographic Product for the Optimization of Self-Organizing Feature Maps,,"['Hans-Ulrich Bauer', 'Klaus Pawelzik', 'Theo Geisel']"
5080,2013,Robust Low Rank Kernel Embeddings of Multivariate Distributions,Poster,"['Le Song', 'Bo Dai']"
5081,2013,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test",Poster,"['Arthur Gretton', 'Matthew Blaschko', 'Wojciech Zaremba']"
5082,2013,On Flat versus Hierarchical Classification in Large-Scale Taxonomies,Poster,"['Rohit Babbar', 'Ioannis Partalas', 'Eric Gaussier', 'Massih-Reza Amini']"
5083,2013,Robust Bloom Filters for Large MultiLabel Classification Tasks,Poster,"['Patrick Gallinari', 'Nicolas Usunier', 'Moustapha M. Cisse', 'Thierry Arti?res']"
5084,2013,Gaussian Process Conditional Copulas with Applications to Financial Time Series,Poster,"['Daniel Hern?ndez-Lobato', 'Jos? Miguel Hern?ndez-Lobato', 'James R. Lloyd']"
5085,2013,Bayesian Inference and Learning in Gaussian Process State-Space Models with Particle MCMC,Poster,"['Fredrik Lindsten', 'Roger Frigola', 'Thomas B. Sch?n', 'Carl Edward Rasmussen']"
5086,2013,Multi-Task Bayesian Optimization,Poster,"['Ryan P. Adams', 'Jasper Snoek', 'Kevin Swersky']"
5087,2013,Efficient Optimization for Sparse Gaussian Process Regression,Poster,"['Aaron Hertzmann', 'David J. Fleet', 'Yanshuai Cao', 'Marcus A. Brubaker']"
5088,2013,Variational Inference for Mahalanobis Distance Metrics in Gaussian Process Regression,Poster,"['Michalis Titsias RC AUEB', 'Miguel Lazaro-Gredilla']"
5089,2013,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals,Poster,"['Oliver Stegle', 'Christoph Lippert', 'Karsten Borgwardt', 'Barbara Rakitsch']"
509,1991,Towards Faster Stochastic Gradient Search,,"['John Moody', 'Christian Darken']"
5090,2013,Spike train entropy-rate estimation using hierarchical Dirichlet process priors,Poster,"['Jonathan W. Pillow', 'Karin C. Knudson']"
5091,2013,Designed Measurements for Vector Count Data,Poster,"['Lawrence Carin', 'Liming Wang', 'David E. Carlson', 'Miguel Rodrigues', 'David Wilcox', 'Robert Calderbank']"
5092,2013,Dirty Statistical Models,Poster,"['Eunho Yang', 'Pradeep K. Ravikumar']"
5093,2013,Summary Statistics for Partitionings and Feature Allocations,Poster,"['Isik B. Fidaner', 'Taylan Cemgil']"
5094,2013,Dynamic Clustering via Asymptotics of the Dependent Dirichlet Process Mixture,Poster,"['Lawrence Carin', 'Brian Kulis', 'Trevor Campbell', 'Miao Liu', 'Jonathan P. How']"
5095,2013,k-Prototype Learning for 3D Rigid Structures,Poster,"['Jinhui Xu', 'Hu Ding', 'Ronald Berezney']"
5096,2013,Distributed ,Poster,"['Maria-Florina F. Balcan', 'Steven Ehrlich', 'Yingyu Liang']"
5097,2013,Multiclass Total Variation Clustering,Poster,"['Xavier Bresson', 'Thomas Laurent', 'David Uminsky', 'James von Brecht']"
5098,2013,Learning Multiple Models via Regularized Weighting,Poster,"['Shie Mannor', 'Huan Xu', 'Daniel Vainsencher']"
5099,2013,Regularized Spectral Clustering under the Degree-Corrected Stochastic Blockmodel,Poster,"['Karl Rohe', 'Tai Qin']"
51,1987,REFLEXIVE ASSOCIATIVE MEMORIES,,['Hendricus G. Loos']
510,1991,Threshold Network Learning in the Presence of Equivalences,,['John Shawe-Taylor']
5100,2013,Moment-based Uniform Deviation Bounds for ,Poster,"['Sanjoy Dasgupta', 'Matus J. Telgarsky']"
5101,2013,Statistical Active Learning Algorithms,Poster,"['Maria-Florina F. Balcan', 'Vitaly Feldman']"
5102,2013,Predictive PAC Learning and Process Decompositions,Poster,"['Cosma Shalizi', 'Aryeh Kontorovich']"
5103,2013,Adaptivity to Local Smoothness and Dimension in Kernel Regression,Poster,"['Samory Kpotufe', 'Vikas Garg']"
5104,2013,A Comparative Framework for Preconditioned Lasso Algorithms,Poster,"['Nebojsa Jojic', 'Fabian L. Wauthier', 'Michael I. Jordan']"
5105,2013,New Subsampling Algorithms for Fast Least Squares Regression,Poster,"['Paramveer Dhillon', 'Dean P. Foster', 'Yichao Lu', 'Lyle Ungar']"
5106,2013,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform,Poster,"['Paramveer Dhillon', 'Dean P. Foster', 'Yichao Lu', 'Lyle Ungar']"
5107,2013,Sequential Transfer in Multi-armed Bandit with Finite Set of Models,Poster,"['Alessandro Lazaric', 'Mohammad Gheshlaghi azar', 'Emma Brunskill']"
5108,2013,Prior-free and prior-dependent regret bounds for Thompson Sampling,Poster,"['Sebastien Bubeck', 'Che-Yu Liu']"
5109,2013,Two-Target Algorithms  for Infinite-Armed   Bandits with Bernoulli Rewards,Poster,"['Thomas Bonald', 'Alexandre Proutiere']"
511,1991,Neural Network Analysis of Event Related Potentials and Electroencephalogram Predicts Vigilance,,"['Terrence J. Sejnowski', 'Rita Venturini', 'William W. Lytton']"
5110,2013,Thompson Sampling for 1-Dimensional Exponential Family Bandits,Poster,"['Nathaniel Korda', 'Emilie Kaufmann', 'Remi Munos']"
5111,2013,Bayesian Mixture Modelling and Inference based Thompson Sampling in Monte-Carlo Tree Search,Poster,"['Aijun Bai', 'Feng Wu', 'Xiaoping Chen']"
5112,2013,Density estimation from unweighted k-nearest neighbor graphs: a roadmap,Poster,"['Morteza Alamgir', 'Ulrike Von Luxburg']"
5113,2013,Sketching Structured Matrices for Faster Nonlinear Regression,Poster,"['Vikas Sindhwani', 'Haim Avron', 'David Woodruff']"
5114,2013,Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent,Poster,['Tianbao Yang']
5115,2013,Locally Adaptive Bayesian Multivariate Time Series,Poster,"['Daniele Durante', 'Bruno Scarpa', 'David B. Dunson']"
5116,2013,A Latent Source Model for Nonparametric Time Series Classification,Poster,"['Devavrat Shah', 'George H. Chen', 'Stanislav Nikolov']"
5117,2013,Multilinear Dynamical Systems for Tensor Time Series,Poster,"['Stuart J. Russell', 'Mark Rogers', 'Lei Li']"
5118,2013,What do row and column marginals reveal about your dataset?,Poster,"['Behzad Golshan', 'John Byers', 'Evimaria Terzi']"
5119,2013,Error-Minimizing Estimates and Universal Entry-Wise Error Bounds for Low-Rank Matrix Completion,Poster,"['Franz Kiraly', 'Louis Theran']"
512,1991,Structural Risk Minimization for Character Recognition,,"['I. Guyon', 'V. Vapnik', 'B. Boser', 'L. Bottou', 'S. A. Solla']"
5120,2013,Synthesizing Robust Plans under Incomplete Domain Models,Poster,"['Subbarao Kambhampati', 'Minh Do', 'Tuan A. Nguyen']"
5121,2013,Which Space Partitioning Tree to Use for Search?,Poster,"['Alexander Gray', 'Parikshit Ram']"
5122,2013,Solving inverse problem of Markov chain with partial observations,Poster,"['Tetsuro Morimura', 'Takayuki Osogami', 'Tsuyoshi Ide']"
5123,2013,Robust Data-Driven Dynamic Programming,Poster,"['Grani Adiwena Hanasusanto', 'Daniel Kuhn']"
5124,2013,Online Variational Approximations to non-Exponential Family Change Point Models: With Application to Radar Tracking,Poster,"['Ryan D. Turner', 'Steven Bottone', 'Clay J. Stanek']"
5125,2013,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions,Poster,"['Shaul Markovitch', 'Assaf Glazer', 'Michael Lindenbaum']"
5126,2013,Unsupervised Structure Learning of Stochastic And-Or Grammars,Poster,"['Kewei Tu', 'Maria Pavlovskaia', 'Song-Chun Zhu']"
5127,2013,Rapid Distance-Based Outlier Detection via Sampling,Poster,"['Karsten Borgwardt', 'Mahito Sugiyama']"
5128,2013,One-shot learning by inverting a compositional causal process,Poster,"['Ruslan R. Salakhutdinov', 'Josh Tenenbaum', 'Brenden M. Lake']"
5129,2013,Stochastic Majorization-Minimization Algorithms for Large-Scale Optimization,Poster,['Julien Mairal']
513,1991,Hierarchical Transformation of Space in the Visual System,,"['Terrence J. Sejnowski', 'Alexandre Pouget', 'Stephen A. Fisher']"
5130,2013,Robust Transfer Principal Component Analysis with Rank Constraints,Poster,['Yuhong Guo']
5131,2013,Online Robust PCA via Stochastic Optimization,Poster,"['Huan Xu', 'Shuicheng Yan', 'Jiashi Feng']"
5132,2013,The Fast Convergence of Incremental PCA,Poster,"['Yoav Freund', 'Sanjoy Dasgupta', 'Akshay Balsubramani']"
5133,2013,Probabilistic Principal Geodesic Analysis,Poster,"['Miaomiao Zhang', 'Tom Fletcher']"
5134,2013,Fast Algorithms for Gaussian Noise Invariant Independent Component Analysis,Poster,"['Mikhail Belkin', 'James R. Voss', 'Luis Rademacher']"
5135,2013,Online PCA for Contaminated Data,Poster,"['Shie Mannor', 'Huan Xu', 'Shuicheng Yan', 'Jiashi Feng']"
5136,2013,Fantope Projection and Selection: A near-optimal convex relaxation of sparse PCA,Poster,"['Vincent Q. Vu', 'Jing Lei', 'Juhee Cho', 'Karl Rohe']"
5137,2013,One-shot learning and big data with n=2,Poster,"['Dean P. Foster', 'Lee H. Dicker']"
5138,2013,The Randomized Dependence Coefficient,Poster,"['Bernhard Sch?lkopf', 'Philipp Hennig', 'David Lopez-Paz']"
