id,year,title,event_type,authors
2447,2003,Ranking on Data Manifolds,,"['Bernhard Sch?lkopf', 'Jason Weston', 'Olivier Bousquet', 'Denny Zhou', 'Arthur Gretton']"
2448,2003,Distributed Optimization in Adaptive Networks,,"['Benjamin V. Roy', 'Ciamac C. Moallemi']"
2449,2003,Training fMRI Classifiers to Detect Cognitive States across Multiple Human Subjects,,"['Tom M. Mitchell', 'Xuerui Wang', 'Rebecca Hutchinson']"
245,1989,Analog Circuits for Constrained Optimization,,['John C. Platt']
2450,2003,1-norm Support Vector Machines,,"['Robert Tibshirani', 'Ji Zhu', 'Saharon Rosset', 'Trevor J. Hastie']"
2451,2003,An Infinity-sample Theory for Multi-category Large Margin Classification,,['Tong Zhang']
2452,2003,"Learning a World Model and Planning with a Self-Organizing, Dynamic Neural System",,['Marc Toussaint']
2453,2003,Can We Learn to Beat the Best Stock,,"['Ran El-Yaniv', 'Allan Borodin', 'Vincent Gogan']"
2454,2003,Probability Estimates for Multi-Class Classification by Pairwise Coupling,,"['Ting-fan Wu', 'Chih-jen Lin', 'Ruby C. Weng']"
2455,2003,Autonomous Helicopter Flight via Reinforcement Learning,,"['Michael I. Jordan', 'Andrew Y. Ng', 'H. J. Kim', 'Shankar Sastry']"
2456,2003,Approximate Policy Iteration with a Policy Language Bias,,"['Alan Fern', 'Sungwook Yoon', 'Robert Givan']"
2457,2003,Information Bottleneck for Gaussian Variables,,"['Naftali Tishby', 'Yair Weiss', 'Gal Chechik', 'Amir Globerson']"
2458,2003,An Autonomous Robotic System for Mapping Abandoned Mines,,"['Sebastian Thrun', 'William Whittaker', 'David Ferguson', 'Aaron Morris', 'Dirk H?hnel', 'Christopher Baker', 'Zachary Omohundro', 'Carlos Reverte', 'Scott Thayer', 'Charles Whittaker', 'Wolfram Burgard']"
2459,2003,Ambiguous Model Learning Made Unambiguous with 1/f Priors,,"['William Bialek', 'Gurinder S. Atwal']"
246,1989,Computer Simulation of Oscillatory Behavior in Cerebral Cortical Networks,,"['James M. Bower', 'Matthew A. Wilson']"
2460,2003,Reconstructing MEG Sources with Unknown Correlations,,"['Maneesh Sahani', 'Srikantan S. Nagarajan']"
2461,2003,"Out-of-Sample Extensions for LLE, Isomap, MDS, Eigenmaps, and Spectral Clustering",,"['Yoshua Bengio', 'Pascal Vincent', 'Jean-fran?cois Paiement', 'Olivier Delalleau', 'Nicolas L. Roux', 'Marie Ouimet']"
2462,2003,Self-calibrating Probability Forecasting,,"['Vladimir Vovk', 'Glenn Shafer', 'Ilia Nouretdinov']"
2463,2003,When Does Non-Negative Matrix Factorization Give a Correct Decomposition into Parts?,,"['David Donoho', 'Victoria Stodden']"
2464,2003,Semi-Supervised Learning with Trees,,"['Joshua B. Tenenbaum', 'Thomas L. Griffiths', 'Charles Kemp', 'Sean Stromsten']"
2465,2003,Link Prediction in Relational Data,,"['Daphne Koller', 'Ben Taskar', 'Ming-fai Wong', 'Pieter Abbeel']"
2466,2003,Hierarchical Topic Models and the Nested Chinese Restaurant Process,,"['Michael I. Jordan', 'Joshua B. Tenenbaum', 'Thomas L. Griffiths', 'David M. Blei']"
2467,2003,Unsupervised Context Sensitive Language Acquisition from a Large Corpus,,"['Shimon Edelman', 'Eytan Ruppin', 'David Horn', 'Zach Solan']"
2468,2003,No Unbiased Estimator of the Variance of K-Fold Cross-Validation,,"['Yoshua Bengio', 'Yves Grandvalet']"
2469,2003,New Algorithms for Efficient High Dimensional Non-parametric Classification,,"['Andrew W. Moore', 'Ting liu', 'Alexander Gray']"
2470,2003,Sparse Greedy Minimax Probability Machine Classification,,"['Gregory Z. Grudic', 'Thomas R. Strohmann', 'Andrei Belitski', 'Dennis DeCoste']"
2471,2003,"Minimising Contrastive Divergence in Noisy, Mixed-mode VLSI Neurons",,"['Alan F. Murray', 'Hsin Chen', 'Patrice Fleury']"
2472,2003,A Recurrent Model of Orientation Maps with Simple and Complex Cells,,"['Kwabena A. Boahen', 'Paul Merolla']"
2473,2003,Design of Experiments via Information Theory,,['Liam Paninski']
2474,2003,A Model for Learning the Semantics of Pictures,,"['Victor Lavrenko', 'R. Manmatha', 'Jiwoon Jeon']"
2475,2003,A Functional Architecture for Motion Pattern Processing in MSTd,,"['Lucia M. Vaina', 'Scott A. Beardsley']"
2476,2003,All learning is Local: Multi-agent Learning in Global Reward Games,,"['Leslie P. Kaelbling', 'Yu-han Chang', 'Tracey Ho']"
2477,2003,Sparseness of Support Vector Machines---Some Asymptotically Sharp Bounds,,['Ingo Steinwart']
2478,2003,Multiple Instance Learning via Disjunctive Programming Boosting,,"['Thomas Hofmann', 'Stuart Andrews']"
2479,2003,Human and Ideal Observers for Detecting Image Curves,,"['Daniel Kersten', 'Alan L. Yuille', 'Fang Fang', 'Paul R. Schrater']"
248,1989,The Effects of Circuit Integration on a Feature Map Vector Quantizer,,['Jim Mann']
2480,2003,From Algorithmic to Subjective Randomness,,"['Joshua B. Tenenbaum', 'Thomas L. Griffiths']"
2481,2003,Warped Gaussian Processes,,"['Zoubin Ghahramani', 'Carl E. Rasmussen', 'Edward Snelson']"
2482,2003,Salient Boundary Detection using Ratio Contour,,"['Song Wang', 'Toshiro Kubota', 'Jeffrey M. Siskind']"
2483,2003,Approximate Analytical Bootstrap Averages for Support Vector Classifiers,,"['Manfred Opper', 'D?rthe Malzahn']"
2484,2003,Insights from Machine Learning Applied to Human Visual Classification,,"['Felix A. Wichmann', 'Arnulf B. Graf']"
2485,2003,Approximate Planning in POMDPs with Macro-Actions,,"['Georgios Theocharous', 'Leslie P. Kaelbling']"
2486,2003,Feature Selection in Clustering Problems,,"['Volker Roth', 'Tilman Lange']"
2487,2003,Application of SVMs for Colour Classification and Collision Detection with AIBO Robots,,"['Michael J. Quinlan', 'Stephan K. Chalup', 'Richard H. Middleton']"
2488,2003,Sample Propagation,,['Mark A. Paskin']
2489,2003,How to Combine Expert (and Novice) Advice when Actions Impact the Environment?,,"['Daniela Pucci de Farias', 'Nimrod Megiddo']"
249,1989,Neural Network Analysis of Distributed Representations of Dynamical Sensory-Motor Transformations in the Leech,,"['Terrence J. Sejnowski', 'Shawn R. Lockery', 'Yan Fang']"
2490,2003,Reasoning about Time and Knowledge in Neural Symbolic Learning Systems,,"['Artur Garcez', 'Luis C. Lamb']"
2491,2003,Decoding V1 Neuronal Activity using Particle Filtering with Volterra Kernels,,"['Tai Sing Lee', 'Ryan C. Kelly']"
2492,2003,A Low-Power Analog VLSI Visual Collision Detector,,['Reid R. Harrison']
2493,2003,Factorization with Uncertainty and Missing Data: Exploiting Temporal Coherence,,"['Yair Weiss', 'Amit Gruber']"
2494,2003,Subject-Independent Magnetoencephalographic Source Localization by a Multilayer Perceptron,,"['Barak A. Pearlmutter', 'Sung C. Jun']"
2495,2003,Algorithms for Interdependent Security Games,,"['Michael Kearns', 'Luis E. Ortiz']"
2496,2003,Semi-supervised Protein Classification Using Cluster Kernels,,"['Andr? Elisseeff', 'Jason Weston', 'William S. Noble', 'Christina S. Leslie', 'Denny Zhou']"
2497,2003,Unsupervised Color Decomposition Of Histologically Stained Tissue Samples,,"['Andrew Rabinovich', 'Sameer Agarwal', 'Casey Laris', 'Jeffrey H. Price', 'Serge J. Belongie']"
2498,2003,Approximability of Probability Distributions,,"['Alina Beygelzimer', 'Irina Rish']"
2499,2003,Attractive People: Assembling Loose-Limbed Models using Non-parametric Belief Propagation,,"['Michael Isard', 'Michael J. Black', 'Leonid Sigal', 'Benjamin H. Sigelman']"
25,1987,Computing Motion Using Resistive Networks,,"['Christof Koch', 'Jin Luo', 'Carver Mead', 'James Hutchinson']"
250,1989,Optimal Brain Damage,,"['John S. Denker', 'Yann LeCun', 'Sara A. Solla']"
2500,2003,An Iterative Improvement Procedure for Hierarchical Clustering,,"['Sanjoy Dasgupta', 'David Kauchak']"
2501,2003,Limiting Form of the Sample Covariance Eigenspectrum in PCA and Kernel PCA,,"['Magnus Rattray', 'David Hoyle']"
2502,2003,Nonlinear Filtering of Electron Micrographs by Means of Support Vector Regression,,"['Klaus Obermayer', 'Roland Vollgraf', 'Michael Scholz', 'Ian A. Meinertzhagen']"
2503,2003,Extending Q-Learning to General Adaptive Multi-Agent Systems,,['Gerald Tesauro']
2504,2003,Measure Based Regularization,,"['Olivier Chapelle', 'Olivier Bousquet', 'Matthias Hein']"
2505,2003,Generalised Propagation for Fast Fourier Transforms with Partial or Missing Data,,['Amos J. Storkey']
2506,2003,Learning with Local and Global Consistency,,"['Bernhard Sch?lkopf', 'Jason Weston', 'Olivier Bousquet', 'Denny Zhou', 'Thomas N. Lal']"
2507,2003,Convex Methods for Transduction,,"['Nello Cristianini', 'Tijl D. Bie']"
2508,2003,Parameterized Novelty Detectors for Environmental Sensor Monitoring,,"['Todd K. Leen', 'Cynthia Archer', 'Ant?nio M. Baptista']"
2509,2003,Learning Non-Rigid 3D Shape from 2D Motion,,"['Christoph Bregler', 'Lorenzo Torresani', 'Aaron Hertzmann']"
251,1989,A Self-organizing Associative Memory System for Control Applications,,['Michael Hormel']
2510,2003,Fast Embedding of Sparse Similarity Graphs,,['John C. Platt']
2511,2003,Learning Curves for Stochastic Gradient Descent in Linear Feedforward Networks,,"['H. S. Seung', 'Xiaohui Xie', 'Justin Werfel']"
2512,2003,Computing Gaussian Mixture Models with EM Using Equivalence Constraints,,"['Daphna Weinshall', 'Noam Shental', 'Tomer Hertz', 'Aharon Bar-hillel']"
2513,2003,Kernel Dimensionality Reduction for Supervised Learning,,"['Michael I. Jordan', 'Kenji Fukumizu', 'Francis R. Bach']"
2514,2003,Eye Micro-movements Improve Stimulus Detection Beyond the Nyquist Limit in the Peripheral Retina,,"['Florentin W?rg?tter', 'Matthias H. Hennig']"
2515,2003,Geometric Analysis of Constrained Curves,,"['Anuj Srivastava', 'Washington Mio', 'Xiuwen Liu', 'Eric Klassen']"
2516,2003,Dynamical Modeling with Kernels for Nonlinear Time Series Prediction,,"[""Florence D'alch?-buc"", 'Liva Ralaivola']"
2517,2003,Extreme Components Analysis,,"['Max Welling', 'Christopher Williams', 'Felix V. Agakov']"
2518,2003,AUC Optimization vs. Error Rate Minimization,,"['Corinna Cortes', 'Mehryar Mohri']"
2519,2003,Simplicial Mixtures of Markov Chains: Distributed Modelling of Dynamic User Profiles,,"['Mark Girolami', 'Ata Kab?n']"
252,1989,Can Simple Cells Learn Curves? A Hebbian Model in a Structured Environment,,"['Daniel M. Kammen', 'William R. Softky']"
2520,2003,Mutual Boosting for Contextual Inference,,"['Pietro Perona', 'Michael Fink']"
2521,2003,Necessary Intransitive Likelihood-Ratio Classifiers,,"['Gang Ji', 'Jeff A. Bilmes']"
2522,2003,The Diffusion-Limited Biochemical Signal-Relay Channel,,"['Peter J. Thomas', 'Donald J. Spencer', 'Sierra K. Hampton', 'Peter Park', 'Joseph P. Zurkus']"
2523,2003,Phonetic Speaker Recognition with Support Vector Machines,,"['William M. Campbell', 'Joseph P. Campbell', 'Douglas A. Reynolds', 'Douglas A. Jones', 'Timothy R. Leek']"
2524,2003,Sensory Modality Segregation,,['Virginia Sa']
2525,2003,Fast Algorithms for Large-State-Space HMMs with Applications to Web Usage Analysis,,"['Jon M. Kleinberg', 'Pedro F. Felzenszwalb', 'Daniel P. Huttenlocher']"
2526,2003,Learning the k in k-means,,"['Greg Hamerly', 'Charles Elkan']"
2527,2003,Fast Feature Selection from Microarray Expression Data via Multiplicative Large Margin Algorithms,,['Claudio Gentile']
2528,2003,Online Learning via Global Feedback for Phrase Recognition,,"['Xavier Carreras', 'Llu?s M?rquez']"
2529,2003,A Fast Multi-Resolution Method for Detection of Significant Spatial Disease Clusters,,"['Andrew W. Moore', 'Daniel B. Neill']"
253,1989,Subgrouping Reduces Complexity and Speeds Up Learning in Recurrent Networks,,['David Zipser']
2530,2003,Model Uncertainty in Classical Conditioning,,"['David S. Touretzky', 'Geoffrey J. Gordon', 'Aaron C. Courville', 'Nathaniel D. Daw']"
2531,2003,Log-Linear Models for Label Ranking,,"['Yoram Singer', 'Christopher D. Manning', 'Ofer Dekel']"
2532,2003,Boosting versus Covering,,"['Manfred K. Warmuth', 'Kohei Hatano']"
2533,2003,Entrainment of Silicon Central Pattern Generators for Legged Locomotory Control,,"['Ralph Etienne-Cummings', 'Francesco Tenore', 'M. A. Lewis']"
2534,2003,Different Cortico-Basal Ganglia Loops Specialize in Reward Prediction at Different Time Scales,,"['Kenji Doya', 'Saori C. Tanaka', 'Go Okada', 'Kazutaka Ueda', 'Yasumasa Okamoto', 'Shigeto Yamawaki']"
2535,2003,On the Dynamics of Boosting,,"['Robert E. Schapire', 'Cynthia Rudin', 'Ingrid Daubechies']"
2536,2003,Kernels for Structured Natural Language Data,,"['Jun Suzuki', 'Yutaka Sasaki', 'Eisaku Maeda']"
2537,2003,Auction Mechanism Design for Multi-Robot Coordination,,"['Sebastian Thrun', 'Geoffrey J. Gordon', 'Curt Bererton']"
2538,2003,Pairwise Clustering and Graphical Models,,"['Yair Weiss', 'Assaf Zomet', 'Noam Shental', 'Tomer Hertz']"
2539,2003,Nonlinear Processing in LGN Neurons,,"['Vincent Bonin', 'Valerio Mante', 'Matteo Carandini']"
254,1989,Neural Implementation of Motivated Behavior: Feeding in an Artificial Insect,,"['Randall D. Beer', 'Hillel J. Chiel']"
2540,2003,Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data,,['Neil D. Lawrence']
2541,2003,GPPS: A Gaussian Process Positioning System for Cellular Networks,,"['Volker Tresp', 'Anton Schwaighofer', 'Marian Grigoras', 'Clemens Hoffmann']"
2542,2003,Image Reconstruction by Linear Programming,,"['Gunnar R?tsch', 'Koji Tsuda']"
2543,2004,Machine Learning Applied to Perception: Decision Images for Gender Classification,,"['Heinrich H. B?lthoff', 'Bernhard Sch?lkopf', 'Eero P. Simoncelli', 'Felix A. Wichmann', 'Arnulf B. Graf']"
2544,2004,A Large Deviation Bound for the Area Under the ROC Curve,,"['Thore Graepel', 'Dan Roth', 'Ralf Herbrich', 'Shivani Agarwal']"
2545,2004,Temporal-Difference Networks,,"['Richard S. Sutton', 'Brian Tanner']"
2546,2004,Markov Networks for Detecting Overalpping Elements in Sequence Data,,"['Mark Craven', 'Joseph Bockhorst']"
2547,2004,Two-Dimensional Linear Discriminant Analysis,,"['Jieping Ye', 'Qi Li', 'Ravi Janardan']"
2548,2004,"Inference, Attention, and Decision in a Bayesian Neural Architecture",,"['Peter Dayan', 'Angela J. Yu']"
2549,2004,The Power of Selective Memory: Self-Bounded Learning of Prediction Suffix Trees,,"['Yoram Singer', 'Ofer Dekel', 'Shai Shalev-shwartz']"
255,1989,The Computation of Sound Source Elevation in the Barn Owl,,"['Clay D. Spence', 'John C. Pearson']"
2550,2004,Efficient Kernel Machines Using the Improved Fast Gauss Transform,,"['Changjiang Yang', 'Ramani Duraiswami', 'Larry S. Davis']"
2551,2004,An Auditory Paradigm for Brain-Computer Interfaces,,"['Bernhard Sch?lkopf', 'Thomas N. Lal', 'N. J. Hill', 'Karin Bierig', 'Niels Birbaumer']"
2552,2004,Intrinsically Motivated Reinforcement Learning,,"['Satinder P. Singh', 'Andrew G. Barto', 'Nuttapong Chentanez']"
2553,2004,Sampling Methods for Unsupervised Learning,,"['Pietro Perona', 'Andrew Zisserman', 'Rob Fergus']"
2554,2004,Active Learning for Anomaly and Rare-Category Detection,,"['Andrew W. Moore', 'Dan Pelleg']"
2555,2004,Instance-Based Relevance Feedback for Image Retrieval,,"['Giorgio Gia\\-cin\\-to', 'Fabio Roli']"
2556,2004,Parametric Embedding for Class Visualization,,"['Naonori Ueda', 'Joshua B. Tenenbaum', 'Kazumi Saito', 'Thomas L. Griffiths', 'Sean Stromsten', 'Tomoharu Iwata']"
2557,2004,Conditional Models of Identity Uncertainty with Application to Noun Coreference,,"['Andrew McCallum', 'Ben Wellner']"
2558,2004,Pictorial Structures for Molecular Modeling: Interpreting Density Maps,,"['Jude W. Shavlik', 'Frank Dimaio', 'George Phillips']"
2559,2004,Spike Sorting: Bayesian Clustering of Non-Stationary Data,,"['Aharon Bar-hillel', 'Adam Spiro', 'Eran Stark']"
256,1989,Performance of Connectionist Learning Algorithms on 2-D SIMD Processor Arrays,,"['Fernando J. Nu?ez', 'Jos? A. B. Fortes']"
2560,2004,Adaptive Manifold Learning,,"['Hongyuan Zha', 'Jing Wang', 'Zhenyue Zhang']"
2561,2004,Dependent Gaussian Processes,,"['Phillip Boyle', 'Marcus Frean']"
2562,2004,Edge of Chaos Computation in Mixed-Mode VLSI - A Hard Liquid,,"['Felix Sch?rmann', 'Karlheinz Meier', 'Johannes Schemmel']"
2563,2004,Linear Multilayer Independent Component Analysis for Large Natural Scenes,,"['Yoshitatsu Matsuda', 'Kazunori Yamaguchi']"
2564,2004,Unsupervised Variational Bayesian Learning of Nonlinear Models,,"['Antti Honkela', 'Harri Valpola']"
2565,2004,Instance-Specific Bayesian Model Averaging for Classification,,"['Gregory F. Cooper', 'Shyam Visweswaran']"
2566,2004,Neighbourhood Components Analysis,,"['Geoffrey E. Hinton', 'Sam T. Roweis', 'Jacob Goldberger', 'Ruslan R. Salakhutdinov']"
2567,2004,Discriminant Saliency for Visual Recognition from Cluttered Scenes,,"['Nuno Vasconcelos', 'Dashan Gao']"
2568,2004,Solitaire: Man Versus Machine,,"['Paat Rusmevichientong', 'Benjamin V. Roy', 'Xiang Yan', 'Persi Diaconis']"
2569,2004,Learning first-order Markov models for control,,"['Andrew Y. Ng', 'Pieter Abbeel']"
257,1989,Using a Translation-Invariant Neural Network to Diagnose Heart Arrhythmia,,['Susan Ciarrocca Lee']
2570,2004,Constraining a Bayesian Model of Human Visual Speed Perception,,"['Eero P. Simoncelli', 'Alan A. Stocker']"
2571,2004,Using Machine Learning to Break Visual Human Interaction Proofs (HIPs),,"['Patrice Y. Simard', 'Kumar Chellapilla']"
2572,2004,Blind One-microphone Speech Separation: A Spectral Learning Approach,,"['Michael I. Jordan', 'Francis R. Bach']"
2573,2004,Sub-Microwatt Analog VLSI Support Vector Machine for Pattern Classification and Sequence Estimation,,"['Gert Cauwenberghs', 'Shantanu Chakrabartty']"
2574,2004,The Rescorla-Wagner Algorithm and Maximum Likelihood Estimation of Causal Parameters,,['Alan L. Yuille']
2575,2004,"Comparing Beliefs, Surveys, and Random Walks",,"['Scott Kirkpatrick', 'Erik Aurell', 'Uri Gordon']"
2576,2004,Object Classification from a Single Example Utilizing Class Relevance Metrics,,['Michael Fink']
2577,2004,Maximum Likelihood Estimation of Intrinsic Dimension,,"['Elizaveta Levina', 'Peter J. Bickel']"
2578,2004,Co-Training and Expansion: Towards Bridging Theory and Practice,,"['Avrim Blum', 'Maria-florina Balcan', 'Ke Yang']"
2579,2004,Learning Preferences for Multiclass Problems,,"['Alessandro Sperduti', 'Fabio Aiolli']"
258,1989,An Analog VLSI Model of Adaptation in the Vestibulo-Ocular Reflex,,"['Carver Mead', 'Stephen P. DeWeerth']"
2580,2004,Kernel Projection Machine: a New Tool for Pattern Recognition,,"['Laurent Zwald', 'Gilles Blanchard', 'Pascal Massart', 'R?gis Vert']"
2581,2004,Sparse Coding of Natural Images Using an Overcomplete Set of Limited Capacity Units,,"['Michael S. Lewicki', 'Eizaburo Doi']"
2582,2004,Chemosensory Processing in a Spiking Model of the Olfactory Bulb: Chemotopic Convergence and Center Surround Inhibition,,"['Baranidharan Raman', 'Ricardo Gutierrez-osuna']"
2583,2004,A Method for Inferring Label Sampling Mechanisms in Semi-Supervised Learning,,"['Ji Zhu', 'Saharon Rosset', 'Trevor J. Hastie', 'Hui Zou']"
2584,2004,Worst-Case Analysis of Selective Sampling for Linear-Threshold Algorithms,,"['Claudio Gentile', 'Nicol? Cesa-bianchi', 'Luca Zaniboni']"
2585,2004,Hierarchical Clustering of a Mixture Model,,"['Sam T. Roweis', 'Jacob Goldberger']"
2586,2004,Variational Minimax Estimation of Discrete Distributions under KL Loss,,['Liam Paninski']
2587,2004,Integrating Topics and Syntax,,"['Joshua B. Tenenbaum', 'Thomas L. Griffiths', 'David M. Blei', 'Mark Steyvers']"
2588,2004,Spike-timing Dependent Plasticity and Mutual Information Maximization for a Spiking Neuron Model,,"['Wulfram Gerstner', 'Kazuyuki Aihara', 'Taro Toyoizumi', 'Jean-pascal Pfister']"
2589,2004,Reducing Spike Train Variability: A Computational Theory Of Spike-Timing Dependent Plasticity,,"['Michael C. Mozer', 'Sander M. Bohte']"
259,1989,Practical Characteristics of Neural Network and Conventional Pattern Classifiers on Artificial and Speech Problems,,"['Richard P. Lippmann', 'Yuchun Lee']"
2590,2004,Log-concavity Results on Gaussian Process Methods for Supervised and Unsupervised Learning,,['Liam Paninski']
2591,2004,Detecting Significant Multidimensional Spatial Clusters,,"['Andrew W. Moore', 'Tom M. Mitchell', 'Daniel B. Neill', 'Francisco Pereira']"
2592,2004,Schema Learning: Experience-Based Construction of Predictive Action Models,,"['Michael P. Holmes', 'Charles Jr.']"
2593,2004,PAC-Bayes Learning of Conjunctions and Classification of Gene-Expression Data,,"['Mario Marchand', 'Mohak Shah']"
2594,2004,Computing regularization paths for learning multiple kernels,,"['Michael I. Jordan', 'Francis R. Bach', 'Romain Thibaux']"
2595,2004,Learning Gaussian Process Kernels via Hierarchical Bayes,,"['Volker Tresp', 'Anton Schwaighofer', 'Kai Yu']"
2596,2004,Matrix Exponential Gradient Updates for On-line Learning and Bregman Projection,,"['Manfred K. Warmuth', 'Gunnar R?tsch', 'Koji Tsuda']"
2597,2004,Coarticulation in Markov Decision Processes,,"['Roderic Grupen', 'Sridhar Mahadevan', 'Khashayar Rohanimanesh', 'Robert Platt']"
2598,2004,Triangle Fixing Algorithms for the Metric Nearness Problem,,"['Suvrit Sra', 'Joel Tropp', 'Inderjit S. Dhillon']"
2599,2004,Economic Properties of Social Networks,,"['Michael Kearns', 'Sham M. Kakade', 'Luis E. Ortiz', 'Robin Pemantle', 'Siddharth Suri']"
26,1987,Neural Net and Traditional Classifiers,,"['William Y. Huang', 'Richard P. Lippmann']"
260,1989,Discovering High Order Features with Mean Field Modules,,"['Geoffrey E. Hinton', 'Conrad C. Galland']"
2600,2004,Following Curved Regularized Optimization Solution Paths,,['Saharon Rosset']
2601,2004,The Correlated Correspondence Algorithm for Unsupervised Registration of Nonrigid Surfaces,,"['Sebastian Thrun', 'Daphne Koller', 'Dragomir Anguelov', 'Praveen Srinivasan', 'Hoi-cheung Pang', 'James Davis']"
2602,2004,Maximum Margin Clustering,,"['Dale Schuurmans', 'Linli Xu', 'James Neufeld', 'Bryce Larson']"
2603,2004,Co-Validation: Using Model Disagreement on Unlabeled Data to Validate Classification Algorithms,,"['Gary W. Flake', 'David M. Pennock', 'Omid Madani']"
2604,2004,Assignment of Multiplicative Mixtures in Natural Images,,"['Terrence J. Sejnowski', 'Peter Dayan', 'Odelia Schwartz']"
2605,2004,Semi-supervised Learning via Gaussian Processes,,"['Michael I. Jordan', 'Neil D. Lawrence']"
2606,2004,Generalization Error and Algorithmic Convergence of Median Boosting,,['Bal?zs K?gl']
2607,2004,Large-Scale Prediction of Disulphide Bond Connectivity,,"['Alessandro Vullo', 'Jianlin Cheng', 'Pierre F. Baldi']"
2608,2004,Parallel Support Vector Machines: The Cascade SVM,,"['L?on Bottou', 'Vladimir Vapnik', 'Eric Cosatto', 'Hans P. Graf', 'Igor Dourdanovic']"
2609,2004,Density Level Detection is Classification,,"['Ingo Steinwart', 'Don Hush', 'Clint Scovel']"
261,1989,Training Connectionist Networks with Queries and Selective Sampling,,"['Les E. Atlas', 'David A. Cohn', 'Richard E. Ladner']"
2610,2004,Semi-supervised Learning with Penalized Probabilistic Clustering,,"['Todd K. Leen', 'Zhengdong Lu']"
2611,2004,Implicit Wiener Series for Higher-Order Image Analysis,,"['Bernhard Sch?lkopf', 'Matthias O. Franz']"
2612,2004,Discrete profile alignment via constrained information bottleneck,,"['Gal Chechik', 'Eleazar Eskin', ""Sean O'rourke"", 'Robin Friedman']"
2613,2004,Boosting on Manifolds: Adaptive Regularization of Base Classifiers,,"['Bal?zs K?gl', 'Ligen Wang']"
2614,2004,Mass Meta-analysis in Talairach Space,,['Finn \\. Nielsen']
2615,2004,Kernels for Multi--task Learning,,"['Massimiliano Pontil', 'Charles A. Micchelli']"
2616,2004,The Variational Ising Classifier (VIC) Algorithm for Coherently Contaminated Data,,"['Andrew Blake', 'Oliver Williams', 'Roberto Cipolla']"
2617,2004,The Convergence of Contrastive Divergences,,['Alan L. Yuille']
2618,2004,Seeing through water,,"['Jianbo Shi', 'Alexei Efros', 'Volkan Isler', 'Mirk? Visontai']"
2619,2004,Self-Tuning Spectral Clustering,,"['Pietro Perona', 'Lihi Zelnik-manor']"
262,1989,Adjoint Operator Algorithms for Faster Learning in Dynamical Neural Networks,,"['Jacob Barhen', 'Nikzad Benny Toomarian', 'Sandeep Gulati']"
2620,2004,Learning Efficient Auditory Codes Using Spikes Predicts Cochlear Filters,,"['Michael S. Lewicki', 'Evan C. Smith']"
2621,2004,A Cost-Shaping LP for Bellman Error Minimization with Performance Guarantees,,"['Benjamin V. Roy', 'Daniela D. Farias']"
2622,2004,The power of feature clustering: An application to object detection,,"['Shai Avidan', 'Moshe Butman']"
2623,2004,Stable adaptive control with online learning,,"['Andrew Y. Ng', 'H. J. Kim']"
2624,2004,Modeling Conversational Dynamics as a Mixed-Memory Markov Process,,"['Tanzeem Choudhury', 'Sumit Basu']"
2625,2004,On the Adaptive Properties of Decision Trees,,"['Clayton Scott', 'Robert Nowak']"
2626,2004,Efficient Out-of-Sample Extension of Dominant-Set Clusters,,"['Marcello Pelillo', 'Massimiliano Pavan']"
2627,2004,Joint Probabilistic Curve Clustering and Alignment,,"['Padhraic Smyth', 'Scott J. Gaffney']"
2628,2004,A Direct Formulation for Sparse PCA Using Semidefinite Programming,,"['Michael I. Jordan', 'Laurent E. Ghaoui', 'Gert R. Lanckriet', ""Alexandre D'aspremont""]"
2629,2004,A Feature Selection Algorithm Based on the Global Minimization of a Generalization Error Bound,,"['Ron Meir', 'Dori Peleg']"
263,1989,Designing Application-Specific Neural Networks Using the Genetic Algorithm,,"['Steven A. Harp', 'Tariq Samad', 'Aloke Guha']"
2630,2004,Fast Rates to Bayes for Kernel Machines,,"['Ingo Steinwart', 'Clint Scovel']"
2631,2004,Real-Time Pitch Determination of One or More Voices by Nonnegative Matrix Factorization,,"['Lawrence K. Saul', 'Fei Sha']"
2632,2004,Distributed Information Regularization on Graphs,,"['Tommi S. Jaakkola', 'Adrian Corduneanu']"
2633,2004,Approximately Efficient Online Mechanism Design,,"['Satinder P. Singh', 'David C. Parkes', 'Dimah Yanovsky']"
2634,2004,Nearly Tight Bounds for the Continuum-Armed Bandit Problem,,['Robert D. Kleinberg']
2635,2004,Heuristics for Ordering Cue Search in Decision Making,,"['Peter M. Todd', 'Anja Dieckmann']"
2636,2004,Analysis of a greedy active learning strategy,,['Sanjoy Dasgupta']
2637,2004,Online Bounds for Bayesian Algorithms,,"['Andrew Y. Ng', 'Sham M. Kakade']"
2638,2004,Synergistic Face Detection and Pose Estimation with Energy-Based Models,,"['Yann L. Cun', 'Margarita Osadchy', 'Matthew L. Miller']"
2639,2004,A Probabilistic Model for Online Document Clustering with Application to Novelty Detection,,"['Zoubin Ghahramani', 'Jian Zhang', 'Yiming Yang']"
264,1989,Model Based Image Compression and Adaptive Data Representation by Interacting Filter Banks,,"['Toshiaki Okamoto', 'Mitsuo Kawato', 'Toshio Inui', 'Sei Miyake']"
2640,2004,A Three Tiered Approach for Articulated Object Action Modeling and Recognition,,"['Le Lu', 'Gregory D. Hager', 'Laurent Younes']"
2641,2004,Incremental Learning for Visual Tracking,,"['Ming-Hsuan Yang', 'David A. Ross', 'Jongwoo Lim', 'Ruei-sung Lin']"
